audit_id,image_file,question,gold_answer,clean_answer,probe_results_json,clean_correct,visual_fragile,language_persistence,alignment_instability,label6,insufficient_or_contradictory
audit_0093,images/audit_0093.png,"According to the positive sequence of the images, does the blue car attempt to leave the parking space?",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0094,images/audit_0094.png,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the orthocenter of triangle ABC? Please answer yes or no.",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0095,images/audit_0095.png,The cat is above the toilet.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0096,images/audit_0096.png,The cat is touching the car.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0097,images/audit_0097.png,The cat is in the backpack.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0098,images/audit_0098.png,"They are growing apart. According to the positive sequence of the images, are they in the correct order? Answer in one sentence.",yes,no,"[{""probe"":""blank"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0099,images/audit_0099.png,"In 2019, were the main policy interest rates of the Central Banks in the Eurozone higher than those of the U.S. Central Bank, the Central Banks in the UK, and Japan?",no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0100,images/audit_0100.png,The cat is outside the toilet.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0101,images/audit_0101.png,The suitcase is surrounding the cat.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0102,images/audit_0102.png,The suitcase contains the cat.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0103,images/audit_0103.png,"According to the map, can I take the Blue Line towards the Pentagon on the DC Metro system?",yes,yes,"[{""probe"":""blank"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0104,images/audit_0104.png,Is there a bottle in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0105,images/audit_0105.png,Are two circles in the image different color? Yes or No,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0106,images/audit_0106.png,The handbag is at the left side of the cat.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0107,images/audit_0107.png,The handbag is on top of the bed.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0108,images/audit_0108.png,The cat is above the suitcase.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0109,images/audit_0109.png,Is there a laptop in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0110,images/audit_0110.png,"According to the positive sequence of the images, Is he running clockwise? Answer in one sentence.",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0111,images/audit_0111.png,Is there a handbag in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0112,images/audit_0112.png,"According to the map, does the prime meridian intersect the Atlantic Ocean, Southern Ocean, and Arctic Ocean?",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0113,images/audit_0113.png,The suitcase is beneath the cat.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0114,images/audit_0114.png,Read the name this box.,unanswerable,unanswerable,"[{""probe"":""blank"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""unanswerable"",""applicable"":true,""valid"":true}]",,,,,,
audit_0115,images/audit_0115.png,The cat is by the car.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0116,images/audit_0116.png,The cat is in the backpack.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0117,images/audit_0117.png,"This man is throwing a woman into the toilet. According to the positive sequence of the images, are they in the correct order? Answer in one word.",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0118,images/audit_0118.png,"According to the positive sequence of the images, Is this woman jumping out from the toilet? Answer in one word.",no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0119,images/audit_0119.png,Is there a dining table in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0120,images/audit_0120.png,Is there a bed in the image?,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0121,images/audit_0121.png,The keyboard is detached from the book.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0122,images/audit_0122.png,The book is parallel to the bed.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0123,images/audit_0123.png,The cat is touching the suitcase.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0124,images/audit_0124.png,What color are the pair of pants that I'm wearing,blue,blue,"[{""probe"":""blank"",""answer"":""grey"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""light blue"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""blue"",""applicable"":true,""valid"":true}]",,,,,,
audit_0125,images/audit_0125.png,"According to the positive sequence of the images, is there a dog in this video? Answer in one word.",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0126,images/audit_0126.png,Are these two men in the images different height? Yes or No,yes,Yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0127,images/audit_0127.png,Is there a knife in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0128,images/audit_0128.png,Is there a book in the image?,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0129,images/audit_0129.png,The car is behind the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0130,images/audit_0130.png,The cat is on the toilet.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0131,images/audit_0131.png,The cat is inside the backpack.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0132,images/audit_0132.png,can you tell what restaurant this is?,no,porterhouse,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""house favorites"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""house fayote"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""porterhouse"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""house fayettes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0133,images/audit_0133.png,Is the red line on the left different length as the red line on the right? Yes or No,yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0134,images/audit_0134.png,"According to the positive sequence of the images, Is he running counterclockwise? Answer in one sentence.",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0135,images/audit_0135.png,Is there an orange in the image?,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0136,images/audit_0136.png,Is there a dining table in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0137,images/audit_0137.png,The car is parallel to the parking meter.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0138,images/audit_0138.png,The car contains the suitcase.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0139,images/audit_0139.png,The suitcase is next to the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0140,images/audit_0140.png,what color is this yarn?,unanswerable,blue,"[{""probe"":""blank"",""answer"":""gray"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""blue"",""applicable"":true,""valid"":true}]",,,,,,
audit_0141,images/audit_0141.png,"According to the table, is the number of gold medals of Germany 8 in winter Olympics in 2022?",no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0142,images/audit_0142.png,Is there a motorcycle in the image?,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0143,images/audit_0143.png,Is the green circle on left smaller than the green circle on the right? Yes or No,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
